first_order_value,orders_first_90_days,subscription_status,referral_count,segment
87.21,5,Subscriber,5,Premium
19.53,9,One-Time,2,Standard
71.71,2,One-Time,1,Standard
113.82,11,Subscriber,1,Premium
37.5,8,One-Time,5,Standard
142.97,9,One-Time,5,Premium
128.19,3,Subscriber,5,Premium
78.27,7,Subscriber,0,Premium
73.78,9,Subscriber,0,Premium
128.79,8,One-Time,5,Premium
143.93,5,One-Time,1,Standard
133.39,6,Subscriber,1,Premium
53.22,10,One-Time,2,Standard
44.65,11,One-Time,1,Standard
30.15,10,One-Time,2,Standard
66.5,4,One-Time,0,Standard
45.29,3,One-Time,3,Standard
72.63,4,One-Time,4,Standard
149.64,6,One-Time,3,Premium
89.57,10,One-Time,5,Premium
129.21,2,Subscriber,4,Premium
24.25,5,Subscriber,3,Standard
87.55,7,Subscriber,1,Premium
22.48,11,Subscriber,3,Premium
140.19,1,One-Time,0,Standard
96.32,11,Subscriber,5,Premium
89.53,6,One-Time,2,Standard
32.39,11,Subscriber,2,Premium
148.51,9,Subscriber,4,Premium
70.16,5,One-Time,2,Standard
91.05,6,Subscriber,2,Premium
120.02,2,Subscriber,2,Premium
29.98,1,One-Time,3,Budget
17.2,8,One-Time,1,Standard
32.52,9,One-Time,3,Standard
33.21,9,Subscriber,2,Premium
37.14,4,Subscriber,2,Standard
24.45,3,One-Time,4,Budget
145.51,8,One-Time,4,Premium
140.9,2,One-Time,3,Premium
110.35,9,Subscriber,1,Premium
117.39,6,One-Time,4,Premium
149.01,1,One-Time,3,Standard
121.21,1,Subscriber,0,Standard
123.68,2,One-Time,5,Standard
81.54,1,Subscriber,4,Premium
147.71,2,One-Time,4,Standard
69.24,11,One-Time,0,Standard
86.98,6,One-Time,0,Standard
138.54,8,Subscriber,2,Premium
134.37,10,One-Time,1,Premium
88.52,9,Subscriber,0,Premium
110.84,5,One-Time,5,Premium
132.92,5,Subscriber,2,Premium
128.03,4,Subscriber,2,Premium
57.9,4,One-Time,4,Standard
123.24,10,One-Time,4,Premium
29.3,7,Subscriber,5,Premium
100.96,7,One-Time,0,Premium
34.37,6,One-Time,2,Standard
78.46,5,One-Time,1,Standard
90.66,7,Subscriber,3,Premium
47.25,10,One-Time,5,Standard
131.57,7,Subscriber,0,Premium
51.32,2,Subscriber,4,Premium
50.55,9,Subscriber,2,Premium
120.35,5,Subscriber,2,Premium
64.6,1,Subscriber,3,Standard
82.74,6,One-Time,1,Standard
119.05,11,One-Time,0,Standard
88.26,4,One-Time,0,Standard
65.94,1,Subscriber,5,Premium
123.08,6,One-Time,5,Premium
127.49,6,Subscriber,1,Premium
127.34,2,One-Time,4,Premium
114.32,4,Subscriber,2,Premium
59.87,2,Subscriber,1,Standard
74.93,7,Subscriber,1,Premium
62.16,11,One-Time,3,Premium
20.35,10,One-Time,3,Standard
56.04,7,Subscriber,2,Premium
70.49,8,One-Time,0,Standard
28.29,11,One-Time,1,Standard
103.05,5,Subscriber,5,Premium
44.21,1,Subscriber,5,Standard
129.95,7,Subscriber,2,Premium
126.67,5,One-Time,4,Premium
110.14,9,One-Time,0,Premium
115.89,8,Subscriber,4,Premium
74.2,4,Subscriber,0,Premium
103.79,7,One-Time,1,Premium
45.88,6,One-Time,0,Budget
127.05,8,One-Time,0,Premium
105.17,4,One-Time,5,Premium
136.59,8,Subscriber,1,Premium
90.72,8,Subscriber,3,Premium
88.04,4,One-Time,3,Premium
46.19,6,Subscriber,2,Standard
37.29,3,One-Time,3,Standard
22.28,1,Subscriber,1,Budget
25.32,6,Subscriber,0,Standard
149.43,4,One-Time,4,Premium
86.25,4,One-Time,0,Standard
84.13,9,Subscriber,4,Premium
35.25,1,Subscriber,5,Standard
108.38,11,One-Time,3,Premium
85.59,5,One-Time,5,Premium
24.54,1,One-Time,3,Budget
141.47,11,One-Time,4,Premium
134.66,3,One-Time,3,Standard
58.12,11,One-Time,5,Premium
16.57,2,Subscriber,2,Budget
21.27,7,Subscriber,1,Standard
33.12,4,One-Time,1,Standard
82.01,11,One-Time,2,Premium
45.79,6,One-Time,1,Standard
73.5,4,Subscriber,1,Standard
94.61,10,Subscriber,3,Premium
142.52,7,Subscriber,2,Premium
66.9,10,Subscriber,2,Premium
96.35,4,Subscriber,4,Premium
67.21,5,Subscriber,3,Premium
89.51,6,Subscriber,3,Premium
111.64,6,One-Time,0,Standard
52.08,3,Subscriber,2,Standard
139.22,7,Subscriber,1,Premium
65.53,1,Subscriber,5,Standard
32.24,11,Subscriber,2,Premium
39.22,9,One-Time,2,Standard
74.41,5,One-Time,3,Standard
139.61,1,Subscriber,4,Premium
66.02,10,One-Time,5,Premium
125.86,3,One-Time,3,Premium
83.96,4,Subscriber,2,Premium
115.96,3,Subscriber,1,Premium
78.8,8,Subscriber,0,Premium
81.25,9,One-Time,4,Premium
60.59,7,Subscriber,4,Premium
44.82,1,Subscriber,3,Standard
143.08,11,One-Time,2,Premium
26.47,2,Subscriber,5,Standard
114.95,8,Subscriber,1,Premium
105.43,10,One-Time,2,Premium
18.25,7,Subscriber,2,Standard
134.89,1,One-Time,3,Standard
111.13,10,One-Time,1,Premium
82.81,8,One-Time,2,Premium
62.47,5,One-Time,5,Standard
102.45,5,Subscriber,0,Premium
65.66,3,One-Time,1,Standard
63.62,10,One-Time,5,Premium
24.13,6,One-Time,2,Budget
138.93,11,One-Time,4,Premium
142.56,4,Subscriber,0,Premium
100.04,9,Subscriber,0,Premium
80.17,1,One-Time,1,Standard
76.05,11,Subscriber,1,Premium
105.89,3,One-Time,3,Standard
124.04,6,Subscriber,4,Premium
108.74,5,Subscriber,4,Premium
27.79,10,One-Time,1,Standard
89.81,7,Subscriber,0,Premium
22.79,11,One-Time,1,Standard
148.89,6,One-Time,3,Premium
116.91,8,One-Time,4,Premium
32.38,5,Subscriber,4,Standard
24.76,9,One-Time,0,Standard
92.62,2,Subscriber,5,Premium
26.04,9,Subscriber,0,Standard
130.11,11,Subscriber,1,Premium
46.95,8,One-Time,1,Standard
67.28,1,Subscriber,0,Standard
32.28,3,One-Time,5,Standard
49.75,3,Subscriber,2,Standard
131.92,3,One-Time,0,Standard
149.66,3,One-Time,3,Standard
41.46,5,Subscriber,1,Standard
67.42,3,Subscriber,3,Premium
90.9,2,Subscriber,4,Premium
136.39,11,Subscriber,4,Premium
104.99,5,One-Time,0,Standard
22.04,10,One-Time,5,Standard
30.78,4,Subscriber,3,Premium
117.71,11,One-Time,0,Premium
20.59,8,One-Time,4,Standard
115.85,11,Subscriber,3,Premium
149.68,9,One-Time,3,Premium
115.99,8,Subscriber,4,Premium
80.71,8,One-Time,0,Premium
53.9,8,One-Time,4,Premium
139.17,6,Subscriber,5,Premium
142.28,7,One-Time,4,Premium
32.32,10,Subscriber,2,Standard
56.8,4,One-Time,5,Standard
31.01,11,One-Time,1,Standard
69.34,2,One-Time,1,Standard
26.37,4,Subscriber,4,Standard
84.62,5,Subscriber,3,Premium
40.25,8,Subscriber,5,Premium
98.54,7,Subscriber,3,Premium
142.86,9,One-Time,2,Premium
148.04,7,Subscriber,2,Premium
123.84,9,One-Time,2,Premium
124.41,7,Subscriber,4,Premium
138.73,4,Subscriber,1,Premium
78.06,7,Subscriber,2,Premium
126.2,10,Subscriber,0,Premium
57.31,8,One-Time,1,Standard
134.05,2,One-Time,0,Standard
69.43,11,One-Time,0,Standard
19.8,4,One-Time,3,Standard
104.8,6,Subscriber,2,Premium
72.24,7,One-Time,3,Premium
138.39,7,One-Time,1,Premium
33.18,9,Subscriber,0,Standard
117.86,8,Subscriber,1,Premium
89.92,8,One-Time,2,Premium
84.87,5,One-Time,4,Premium
125.09,3,Subscriber,0,Standard
48.59,4,Subscriber,2,Standard
119.99,3,One-Time,4,Premium
47.28,3,Subscriber,3,Standard
16.84,4,Subscriber,4,Standard
117.66,9,Subscriber,4,Premium
87.31,2,One-Time,3,Premium
134.54,5,Subscriber,5,Premium
70.97,7,One-Time,1,Premium
56.03,11,Subscriber,4,Premium
56.48,11,One-Time,1,Standard
84.3,2,One-Time,2,Standard
83.48,1,Subscriber,0,Standard
105,5,Subscriber,0,Premium
122.49,2,One-Time,4,Standard
67.64,6,One-Time,5,Standard
118.97,6,One-Time,1,Premium
91.69,2,One-Time,0,Standard
121.55,10,One-Time,2,Premium
65.99,5,One-Time,4,Standard
135.49,11,Subscriber,4,Premium
36.59,6,Subscriber,1,Standard
21.58,3,One-Time,0,Budget
146.37,5,One-Time,1,Premium
85.09,10,One-Time,5,Premium
141.18,6,Subscriber,2,Premium
147.61,9,Subscriber,4,Premium
124.85,5,One-Time,3,Premium
29.96,10,Subscriber,5,Standard
96.05,2,Subscriber,4,Premium
143.8,5,Subscriber,4,Premium
149.19,11,Subscriber,3,Premium
100.22,5,One-Time,3,Premium
50.7,1,Subscriber,4,Premium
92.14,7,Subscriber,3,Premium
99.91,7,Subscriber,5,Premium
118.38,1,Subscriber,0,Standard
86.63,5,Subscriber,5,Premium
126.15,3,Subscriber,4,Premium
110.35,1,One-Time,4,Standard
91.35,2,One-Time,5,Premium
63.67,1,One-Time,0,Budget
63.83,11,Subscriber,0,Premium
90.84,2,One-Time,4,Premium
136.09,8,Subscriber,2,Premium
58.66,5,One-Time,2,Standard
99.57,11,Subscriber,0,Premium
98.39,5,Subscriber,1,Premium
86.56,6,Subscriber,5,Premium
138.21,1,Subscriber,3,Premium
91.85,2,One-Time,0,Standard
130.55,2,Subscriber,5,Premium
141.71,3,Subscriber,5,Premium
75.99,6,Subscriber,1,Standard
39.9,9,One-Time,2,Standard
71.24,5,Subscriber,1,Standard
55.18,5,Subscriber,5,Premium
83.35,11,Subscriber,1,Premium
84.66,1,Subscriber,4,Premium
55.06,1,Subscriber,2,Standard
68.29,11,One-Time,1,Standard
119.38,5,One-Time,5,Premium
76.55,11,One-Time,4,Premium
89.86,2,One-Time,2,Standard
78.26,2,One-Time,0,Standard
32.62,4,One-Time,5,Standard
68.52,11,One-Time,4,Premium
61.62,6,One-Time,3,Premium
22.47,6,Subscriber,4,Standard
89.92,1,One-Time,3,Standard
42.22,5,Subscriber,3,Standard
48.9,2,One-Time,1,Budget
72.63,6,One-Time,0,Standard
76.74,4,Subscriber,0,Premium
19.49,2,Subscriber,3,Standard
15.61,8,Subscriber,2,Standard
24.14,8,Subscriber,0,Standard
143.29,11,Subscriber,3,Premium
42.5,9,One-Time,1,Standard
86.51,10,Subscriber,4,Premium
51.61,10,One-Time,4,Premium
22.16,5,Subscriber,3,Standard
96.27,2,Subscriber,5,Premium
117.88,2,Subscriber,2,Standard
81.09,2,One-Time,3,Premium
55.92,6,One-Time,1,Standard
28.66,3,Subscriber,1,Budget
48.55,1,One-Time,1,Budget
89.03,6,One-Time,3,Premium
25.71,5,One-Time,0,Budget
63.17,5,Subscriber,3,Premium
33.47,3,Subscriber,0,Standard
93.36,8,Subscriber,1,Premium
70.26,10,Subscriber,4,Premium
114.64,7,Subscriber,4,Premium
142.83,7,Subscriber,4,Premium
141.78,8,One-Time,4,Premium
108.85,2,One-Time,3,Premium
20.66,11,Subscriber,3,Standard
134.73,5,Subscriber,3,Premium
48.93,3,One-Time,1,Standard
121.69,2,Subscriber,0,Premium
83.16,2,Subscriber,3,Premium
133.77,1,Subscriber,1,Standard
52.16,2,One-Time,5,Standard
121.83,1,One-Time,4,Standard
90.77,5,One-Time,1,Standard
110.36,9,Subscriber,5,Premium
93.95,10,One-Time,4,Premium
140.29,7,One-Time,0,Standard
125.72,11,One-Time,1,Premium
31.42,7,Subscriber,2,Standard
110.31,6,Subscriber,2,Premium
25.68,6,Subscriber,1,Standard
34.2,8,One-Time,0,Standard
67.52,6,One-Time,2,Standard
46.43,3,One-Time,4,Standard
101.44,6,Subscriber,0,Premium
24.46,7,One-Time,4,Standard
32.09,5,Subscriber,3,Standard
68.75,5,One-Time,0,Standard
30.13,4,One-Time,2,Standard
104.94,10,One-Time,2,Premium
85.6,10,One-Time,2,Premium
90.24,2,Subscriber,0,Premium
84.79,8,One-Time,3,Premium
142.82,2,Subscriber,0,Premium
128.29,7,One-Time,4,Premium
59.47,8,One-Time,1,Standard
48.57,11,One-Time,5,Premium
55.04,8,One-Time,0,Standard
49.87,3,Subscriber,1,Standard
68.27,6,Subscriber,5,Premium
89.03,7,One-Time,5,Premium
143.51,4,Subscriber,4,Premium
128.52,3,One-Time,3,Premium
96.93,2,One-Time,3,Standard
51.64,3,Subscriber,1,Standard
92.94,1,Subscriber,1,Standard
125.73,6,Subscriber,2,Premium
103.12,3,One-Time,0,Standard
147.83,7,Subscriber,4,Premium
21.1,4,One-Time,4,Standard
47.26,8,One-Time,3,Standard
55.28,5,Subscriber,3,Premium
132.95,1,One-Time,2,Standard
59.43,2,One-Time,3,Standard
67.5,6,One-Time,3,Standard
105.51,2,Subscriber,1,Standard
44.07,3,One-Time,2,Budget
30.91,11,One-Time,4,Standard
48.04,9,Subscriber,3,Premium
139.27,9,One-Time,2,Premium
136.46,10,Subscriber,4,Premium
117.35,11,One-Time,1,Premium
42.24,1,Subscriber,2,Budget
105.87,6,Subscriber,1,Premium
68.45,7,One-Time,0,Standard
103.68,5,Subscriber,2,Premium
139.12,4,One-Time,3,Premium
65.72,11,One-Time,5,Premium
42.24,11,Subscriber,5,Premium
43.24,6,One-Time,2,Standard
73.43,3,One-Time,0,Standard
51.4,2,Subscriber,0,Standard
62.03,9,One-Time,4,Premium
137.1,1,One-Time,0,Standard
108.22,8,One-Time,5,Premium
74.13,4,One-Time,3,Standard
39.43,8,One-Time,5,Premium
103.34,9,One-Time,1,Premium
50.62,9,One-Time,0,Standard
75.57,5,Subscriber,5,Premium
32.97,9,One-Time,3,Premium
121.46,8,One-Time,0,Premium
140.08,3,One-Time,3,Premium
101.92,1,One-Time,5,Standard
38.47,3,Subscriber,5,Standard
139.66,10,One-Time,5,Premium
15.17,10,One-Time,5,Standard
66,1,Subscriber,1,Standard
147.8,1,One-Time,3,Standard
149.7,2,Subscriber,2,Premium
71.22,10,One-Time,3,Premium
134.84,6,One-Time,0,Standard
143.6,2,One-Time,2,Standard
21.01,4,One-Time,1,Budget
98.31,11,Subscriber,4,Premium
34,6,One-Time,4,Standard
126.33,7,Subscriber,2,Premium
29.53,4,Subscriber,3,Standard
138.57,4,One-Time,1,Standard
127.15,3,Subscriber,4,Premium
107.98,5,Subscriber,1,Premium
78.37,6,One-Time,1,Standard
72.58,8,One-Time,3,Premium
65.92,1,Subscriber,1,Standard
118.69,10,Subscriber,4,Premium
56.76,11,Subscriber,2,Premium
143.38,1,Subscriber,4,Premium
68.76,6,One-Time,4,Standard
91.19,4,Subscriber,2,Premium
52.04,5,Subscriber,1,Premium
116.66,10,Subscriber,0,Premium
121.2,5,Subscriber,5,Premium
84.36,6,Subscriber,4,Premium
60.54,6,Subscriber,4,Premium
132.35,3,One-Time,2,Standard
72.09,8,One-Time,4,Premium
137.06,6,One-Time,3,Premium
31.4,11,Subscriber,2,Standard
18.35,2,Subscriber,1,Budget
20.54,10,One-Time,0,Standard
115.9,3,One-Time,3,Premium
91.2,3,One-Time,5,Premium
28.04,8,One-Time,4,Standard
15.04,9,One-Time,5,Standard
72.37,5,One-Time,3,Standard
109.81,2,Subscriber,1,Standard
91.07,2,One-Time,5,Standard
107.16,9,Subscriber,3,Premium
139.63,3,Subscriber,2,Premium
58.42,6,Subscriber,4,Premium
47.99,11,One-Time,5,Standard
59.69,5,Subscriber,0,Standard
71.71,10,One-Time,4,Premium
142.95,2,One-Time,2,Standard
46.74,8,Subscriber,4,Premium
47.74,2,Subscriber,3,Standard
40.7,10,One-Time,5,Premium
95.48,6,One-Time,4,Premium
49.52,8,Subscriber,1,Premium
24.7,8,Subscriber,0,Standard
40.8,10,One-Time,5,Premium
85.26,8,One-Time,4,Premium
36.8,2,Subscriber,4,Standard
88.1,3,One-Time,5,Premium
74.52,6,One-Time,2,Standard
95.12,8,One-Time,5,Premium
92.9,8,Subscriber,3,Premium
62.3,1,One-Time,5,Standard
137.76,7,One-Time,4,Premium
34.03,2,Subscriber,1,Standard
126.21,2,One-Time,2,Standard
109.44,10,Subscriber,1,Premium
127,9,Subscriber,3,Premium
78.95,11,One-Time,3,Premium
78.39,6,One-Time,3,Premium
134.24,7,Subscriber,3,Premium
72.09,5,One-Time,3,Standard
75.71,2,One-Time,0,Standard
79.43,9,Subscriber,3,Premium
38.19,6,Subscriber,1,Standard
41.89,4,One-Time,3,Standard
54.59,7,One-Time,3,Premium
35.77,7,One-Time,4,Premium
72.38,1,Subscriber,1,Standard
63.18,2,One-Time,1,Standard
114.04,2,One-Time,0,Standard
64.81,2,Subscriber,1,Standard
27.88,9,Subscriber,5,Standard
133.83,2,Subscriber,2,Standard
136.69,1,One-Time,3,Standard
34.12,2,Subscriber,1,Standard
20.19,6,Subscriber,1,Standard
41.55,7,One-Time,5,Standard
19.02,6,Subscriber,3,Standard
104.32,10,Subscriber,0,Premium
46.62,11,Subscriber,5,Premium
108.07,6,Subscriber,5,Premium
47.07,10,One-Time,1,Standard
91.51,5,One-Time,5,Premium
54.68,3,Subscriber,0,Standard
70.61,8,Subscriber,4,Premium
57.73,7,Subscriber,0,Premium
29.09,1,Subscriber,5,Standard
111.1,3,One-Time,2,Standard
34.96,7,Subscriber,2,Standard
55,10,One-Time,1,Premium
19.46,7,Subscriber,4,Premium
21.18,5,One-Time,3,Standard
96.55,9,One-Time,3,Premium
81.53,11,Subscriber,2,Premium
28.27,4,One-Time,5,Standard
123.88,6,One-Time,2,Standard
76.58,11,One-Time,1,Standard
83.66,7,One-Time,5,Premium
52.6,6,Subscriber,0,Standard
66.36,9,One-Time,1,Premium
60.11,9,Subscriber,0,Premium
117.61,7,One-Time,4,Premium
